work_related_hours,short_sleep,mindfulness_minutes_per_day,gender_Other,work_leisure_ratio,high_screen,digital_ratio,sleep_duration_hours,sleep_deficit,total_screen_hours,stress_level
-0.0088811493246194,1,-0.9219121610747414,0.0,0.00747022860450378,1,2.0561854795582826,0.0517595977061538,7.948240402293846,0.8880914132492057,1.5454023818984537
0.97791322007754,1,-0.5803367030996612,0.0,-0.8225551718959194,1,1.285516537668837,-1.695048842356898,9.695048842356897,0.45609588766102316,0.1589249729955009
0.7087874829678599,1,-0.5256846298236484,0.0,0.5350781718316507,1,8.979077888926067,0.4676663691497376,7.532333630850262,0.09488525136466486,-0.1876943792302372
-0.3677154654708591,1,-0.8126080145227157,0.0,0.3888580371768539,0,-0.3054555173981198,-1.1959607166245976,9.195960716624597,-3.6589462459098945,-0.1876943792302372
1.4264561152603397,1,-1.4684328938348696,0.0,-1.0558248680430284,0,1.199716246063311,0.7172104320158885,7.2827895679841115,-0.6922902777290298,0.5055443252212392
0.4396617458581802,1,0.102814212850499,0.0,0.650393220641865,1,-0.12418401767302109,-0.4473285280261465,8.447328528026146,3.1226224343924462,-1.227552435907452
-0.2780068864342992,1,-0.3890544466336162,0.0,-0.1534991585101539,1,-0.287099049779527,-0.530509882314863,8.530509882314863,3.5098016917812487,1.1987830296727155
0.1705360087485005,1,-0.8672600877987284,0.0,0.13713513797037563,1,-0.2736179872944549,-1.029598008047164,9.029598008047165,2.7118007913120445,-1.227552435907452
0.0808274297119405,1,1.4281269897938098,0.0,0.03285963296550371,1,-6.352156909850788,0.4676663691497376,7.532333630850262,0.07498779155800794,1.1987830296727155
0.1705360087485005,1,-0.3617284099956099,0.0,0.06711743675134686,1,-0.33553275241544905,0.4676663691497376,7.532333630850262,2.211401030512775,-0.5343137314559755
-0.1882983073977392,1,-0.033815970339533,0.0,0.19912491340185803,0,-0.13182604780018076,-0.4473285280261465,8.447328528026146,-1.7606621403021894,1.5454023818984537
0.3499531668216202,1,0.7723021104816559,0.0,-1.1783730487046566,1,0.4818230598156694,1.7985680377692057,6.201431962230794,0.8492951106694026,1.5454023818984537
0.7984960620044199,1,-1.4684328938348696,0.0,-0.5008511453082634,0,0.378359815962032,-0.0314217565825626,8.031421756582562,-3.833474811645847,0.1589249729955009
0.4396617458581802,1,-0.1294570985725553,0.0,-0.3698140443502339,1,-0.2202408104998158,-0.0314217565825626,8.031421756582562,1.760708193448498,-1.57417178813319
0.4396617458581802,1,0.758639092162653,0.0,0.37820996905239074,0,0.4577705860342804,0.0517595977061538,7.948240402293846,-0.847105103318553,-0.1876943792302372
-0.0985897283611794,1,-0.1977721901675713,0.0,-0.28034793685494347,1,-8.087125380700437,-0.6968725908922967,8.696872590892296,0.2012509495098514,0.1589249729955009
-0.9956755187267788,1,-1.4684328938348696,0.0,-0.6350431956797506,0,1.150989758203232,-1.029598008047164,9.029598008047165,-0.7215979875266161,1.1987830296727155
-1.2648012558364583,1,-0.6349887763756741,0.0,1.4629625584036494,0,-0.2519877087134658,-0.36414717373743,8.36414717373743,-3.3810461107943937,1.1987830296727155
-0.7265497816170989,1,0.102814212850499,0.0,1.3449062401708036,0,-0.3435010496665709,0.6340290777271713,7.365970922272829,-2.4802895459581706,1.1987830296727155
-0.4574240445074191,1,-1.4684328938348696,0.0,-0.6766690536733054,0,2.969772806871143,-1.861411550934332,9.861411550934331,-0.6076729152268983,-0.8809330836817136
1.7852904314065792,1,-1.4684328938348696,0.0,1.5357593540321623,1,0.46838938211654346,-1.5286861337794644,9.528686133779464,1.0627149261599909,-0.5343137314559755
1.3367475362237795,1,2.0566258324679576,0.0,-0.7978870588537611,1,-1.5075216735584562,-0.6136912366035802,8.61369123660358,1.079614104538492,0.8521636774469773
-0.636841202580539,1,0.430726652506576,0.0,2.9497207988149925,0,0.6869947377299158,-1.861411550934332,9.861411550934331,-0.6933593405294993,0.8521636774469773
0.4396617458581802,1,1.5237681180268323,0.0,1.0159709361181106,0,0.17622662604486408,-1.4455047794907478,9.445504779490747,-0.6929517187999398,-1.227552435907452
-0.0985897283611794,1,0.8406172020766719,0.0,-0.11762694034913578,0,-0.47628897624811894,0.800391786304605,7.199608213695395,-1.6028664988355001,0.8521636774469773
0.2602445877850602,1,0.3350855242735534,0.0,0.24065537419554683,0,0.228342117442849,-0.4473285280261465,8.447328528026146,-0.922611056147878,0.5055443252212392
-0.636841202580539,1,-0.4437065199096291,0.0,11.851179263741466,1,-0.40245470887638773,-0.8632352994697303,8.86323529946973,2.723822395832763,1.1987830296727155
2.413250484662499,1,0.3077594876355471,0.0,-1.9002666045982701,0,1.4492921078513081,0.134940951994871,7.865059048005129,-0.878583399364148,-0.1876943792302372
1.9647075894796997,1,1.482779063069823,0.0,-0.9825090789917781,1,0.024075932267580813,0.0517595977061538,7.948240402293846,5.962249401235008,-1.227552435907452
-0.3677154654708591,1,0.7996281471196627,0.0,2.7275020737238673,0,0.16184248378083899,1.1331172034594723,6.866882796540528,-4.584689119496565,-0.1876943792302372
-0.636841202580539,1,0.0754881762124927,0.0,2.1443912516673573,1,-0.4269399644955764,-1.7782301966456144,9.778230196645614,1.1156936757195663,-1.227552435907452
0.97791322007754,1,-0.2934133184005939,0.0,-1.248187197921595,0,-1.740616054583896,-0.9464166537584467,8.946416653758448,-0.5912222268922127,-0.1876943792302372
-1.3545098348730185,1,0.4443896708255792,0.0,-1.354078827475484,1,0.15474453629885895,-0.6136912366035802,8.61369123660358,2.644422728560249,1.1987830296727155
0.8882046410409798,1,-0.6896408496516868,0.0,-0.7470983173049717,1,1.7557111145287667,0.3844850148610211,7.6155149851389785,0.9392045293534645,0.5055443252212392
0.1705360087485005,1,0.4443896708255792,0.0,-0.2427954050199008,1,-0.5522502434746526,2.838334966378165,5.161665033621835,1.9849971318232187,0.5055443252212392
-1.5339269929461383,1,-0.8672600877987284,0.0,-1.2334948575252247,1,-3.172527588662734,0.5508477234384548,7.449152276561545,0.2617950104362333,-1.57417178813319
-0.1882983073977392,1,-0.4846955748666388,0.0,0.2403398705107262,0,-0.06386328458647188,-0.2809658194487128,8.280965819448713,-2.2477189151177126,1.1987830296727155
-0.7265497816170989,1,-1.222498564092812,0.0,-2.0660035856125445,0,-0.615438180086821,-1.279142070913314,9.279142070913315,-3.11101122600843,0.1589249729955009
0.1705360087485005,1,-0.5803367030996612,0.0,6.236548242657146,1,-0.7923411388132796,-1.3623234252020306,9.36232342520203,1.1599881249138058,0.5055443252212392
0.0808274297119405,1,-0.8535970694797254,0.0,0.29871028546939155,0,0.02619098503068545,0.8835731405933215,7.116426859406679,-1.2814380465604596,-1.227552435907452
-1.4442184139095784,1,1.7423764111308837,0.0,-1.571105339383478,0,-1.2022677541552604,-0.8632352994697303,8.86323529946973,-1.150582779965615,-1.57417178813319
-0.3677154654708591,1,-1.0858683809027798,0.0,-1.0456289291796292,1,0.016439383743010058,-0.36414717373743,8.36414717373743,3.3451554441056004,-0.5343137314559755
0.6190789039313003,1,0.3214225059545503,0.0,-0.4322826778447992,0,-0.5480638406839593,1.6322053291917726,6.367794670808228,-1.8776843563902492,1.1987830296727155
0.7984960620044199,1,-1.1405204541787926,0.0,-0.6287600106884205,1,1.8040339311139133,-1.7782301966456144,9.778230196645614,1.1103945836807523,1.1987830296727155
-0.3677154654708591,1,-0.0474789886585361,0.0,-1.0456289291796292,0,-0.18689816439015572,0.2181223062835874,7.781877693716413,-1.715669874204616,-0.8809330836817136
0.4396617458581802,1,0.2121183594025248,0.0,-0.46494101981062724,0,-0.8808834833137158,-0.9464166537584467,8.946416653758448,-0.5650740388020575,-1.57417178813319
0.2602445877850602,1,-1.4684328938348696,0.0,0.2601617775022437,0,-0.3421262526073342,1.6322053291917726,6.367794670808228,-2.2314208219179537,-1.227552435907452
-0.0985897283611794,1,-1.4684328938348696,0.0,-0.28034793685494347,0,0.2937352596657197,-0.9464166537584467,8.946416653758448,-3.430506544470431,1.1987830296727155
0.5293703248947402,1,-1.1405204541787926,0.0,-0.30138813739944414,0,1.0700282996672221,0.6340290777271713,7.365970922272829,-1.5210267449723953,1.1987830296727155
-0.9956755187267788,1,-1.4684328938348696,0.0,-0.48466147808693766,0,-0.05743374300923154,-1.861411550934332,9.861411550934331,-2.4993445529657627,-1.57417178813319
-0.0088811493246194,1,-0.0064899337015266,0.0,0.023491307591161414,1,-2.5992788555655837,1.549023974903056,6.450976025096944,0.28546282091801906,1.1987830296727155
-1.7133441510192582,1,0.1574662861265119,0.0,7.935866676513247,1,0.7634152269200895,0.8835731405933215,7.116426859406679,1.4640071081439203,-1.57417178813319
-0.0985897283611794,1,-1.2634876190498214,0.0,-0.22782127296343685,0,-0.43901573556283247,-0.6136912366035802,8.61369123660358,-0.7303964851675333,1.5454023818984537
1.5161646942968996,1,0.034499121255483,0.0,-28.214788102055856,0,-1.0679417279484549,0.3844850148610211,7.6155149851389785,-0.9636208353168669,-0.5343137314559755
